cust_sentiment,ads,satis,contact,econ1,econ2
92.49615577,46.52382813,13.96398816,31.68280676,15.85019021,470.7402715
96.3982157,42.16826735,9.185872064,29.74869659,14.33638589,478.2789755
92.71414225,40.40664054,10.33210602,30.3071158,8.174516277,502.182886
59.10533099,49.84866424,9.637520585,31.41098223,12.59536043,608.2714626
71.12677591,58.38807365,10.66955727,29.51434475,7.047064255,513.2810143
87.38812368,59.3390205,7.845135619,31.99578164,9.647007372,471.0706721
87.8660416,50.0792182,10.38918726,31.47650207,6.3406408,505.5945161
90.52485057,63.16213237,10.43158653,29.75880082,11.28146082,540.2393829
107.3151003,58.29627121,8.81375186,31.63845593,12.19432642,528.0539047
80.7103636,53.74849996,8.94098388,30.04178926,6.42236077,599.2782944
74.4886564,58.21647029,8.229955764,28.5190376,10.55845071,462.211164
98.09554658,45.48644759,9.018886471,30.16440992,5.579826471,473.2141015
100.4998259,51.84535864,9.867011495,29.37369627,9.796599166,538.6043768
126.0387776,56.41027274,5.699740439,31.21557823,12.88592996,547.3363906
101.5227709,46.59150958,11.48524112,29.4552664,11.83926026,561.9634206
80.98500839,33.17324708,12.4113598,30.04869445,7.45815678,533.6973101
100.07686,74.75356756,9.200728496,29.61476685,10.16912707,540.543997
86.93648346,44.5762931,8.667640919,31.14216064,10.81801781,487.2165099
93.80920361,55.93795848,8.615766061,30.28237062,14.13824142,518.004046
70.49718387,47.60367263,12.13761461,29.94590756,11.64844609,471.7443185
92.84869567,73.45839501,10.09620141,28.84248323,9.095889368,489.7330709
102.3926832,54.84088515,8.699532301,27.11759051,10.96057119,521.1492597
69.07805088,33.90565681,8.731361369,29.30015288,8.435326729,462.5073906
99.04338671,59.15614506,6.63943983,28.55140251,20.73739361,457.4040476
113.0942416,69.72116239,10.2253429,29.81854815,9.421568989,514.3838375
74.99455096,44.26126501,8.755603516,30.11098097,13.25506345,442.9081059
84.32663817,51.44134703,10.829041,31.29846147,11.63713147,462.3142088
72.05792525,40.63029538,7.663475802,29.98455101,9.929851633,437.3411935
62.68317076,51.25623437,10.3253188,30.88894055,11.18632997,569.5417034
107.2560289,48.4899246,11.55583539,31.21894359,12.82688074,474.3659135
82.79949698,64.12373031,12.46801508,29.62331008,11.45292895,595.6460226
99.74748635,48.646463,8.714264721,29.28148613,5.019197008,540.7771934
86.89805365,31.84412207,11.40456213,28.7150552,13.58862253,506.5177334
122.0979917,57.86888545,7.845952882,28.77858967,13.09144189,475.2984854
92.63521257,64.56098044,6.181339246,31.2395423,13.58555352,512.2599086
77.87758834,55.73225789,6.815910005,31.13706882,15.4566191,530.1310935
106.6161052,49.4295562,10.25570594,30.01337302,3.965269734,514.3915095
103.4234854,46.6290984,11.38377401,30.90076113,11.26611974,574.9547601
90.98460881,56.9581398,12.20769912,29.40880525,10.07266502,486.8763896
116.5129045,42.4127597,14.03077114,28.8476638,7.076018108,580.0561495
111.9300424,44.40329665,8.11639898,30.78933165,13.08395175,524.720443
32.57578107,57.18043829,9.312415321,28.54855244,4.083381206,486.4065192
58.38843102,39.08000907,9.695244124,30.40568367,10.8083596,509.7045682
103.7501843,58.34553273,8.813205419,28.05916126,11.98166062,552.7110906
82.74931445,54.1384756,6.372116155,30.77363153,6.235853306,435.4206766
135.5501174,61.43819916,13.27281971,30.39971212,9.895963838,491.8647114
129.7390613,36.9960827,9.300427592,28.13984795,14.6310809,465.7381552
67.15007749,41.54806988,9.819743771,29.27587111,9.794060871,459.9815195
99.88404989,59.81709404,13.79635634,30.95161439,6.767834718,525.8851972
104.8206217,57.50253457,7.07423577,31.28293546,8.407260488,484.0803916
65.18368516,47.20933628,7.007957052,29.22092877,9.03468613,467.9365905
90.90108677,53.17511482,10.90763221,29.68057523,10.81974783,507.565547
88.11543931,60.76848582,11.01752496,29.10321009,13.48465098,502.4347916
85.0027258,45.85297036,8.636172925,30.32665086,6.539520258,479.4166704
97.63867534,50.66386165,10.36765273,31.93265598,11.52055997,496.2060126
105.4681251,54.96466211,10.23014093,28.8611038,1.144614862,510.821085
95.16593106,49.38909391,10.41887762,30.67066484,10.06828286,460.942438
95.92729278,69.65084777,8.608045623,29.33113285,13.94446422,480.5988828
87.5857636,59.64827187,10.56759707,27.70411754,6.96203477,477.999715
71.76654661,47.43617071,9.54227651,31.23832822,8.197475923,542.2970595
101.7985113,45.98094886,10.41441641,31.20570384,8.597583944,470.4656316
70.90712178,54.75977762,9.985431603,30.50416445,12.86363397,509.3609787
88.95857607,39.49573108,11.36749096,29.96169893,7.305989559,436.680247
75.5864387,49.24367369,13.3349115,30.06403994,13.27542568,459.6217473
70.2672324,54.74513107,11.50250811,30.47069565,6.959790209,506.0689386
81.62319287,57.45017003,10.36811853,29.76527338,9.185661923,462.5095528
81.67258344,52.76328018,9.132345373,30.70088705,5.79291224,514.2883349
50.82226686,30.80133653,9.371696098,31.29554086,1.592143569,518.9094226
67.06154583,42.33867835,6.353589716,29.51863152,11.66704215,554.635395
56.1124773,36.67268093,8.047419127,30.44529116,9.577574743,482.3898671
104.9272666,40.05859635,7.091278996,29.08817439,14.04201452,579.3362069
96.76809791,48.07078886,11.5328277,29.42144736,10.3749848,460.3326561
88.71870539,58.71223663,10.57948767,28.11365743,13.9803898,533.2077785
51.53257188,58.69267616,6.827106499,30.04920213,7.046967708,537.4936666
70.93539673,60.80698785,11.28122742,30.08123182,12.60030767,511.18782
54.6366066,50.5949487,9.683095572,29.29582943,10.5064198,491.4538594
104.149888,50.72226101,9.383689222,30.52798224,9.319002601,559.2469418
66.11624394,53.3698315,12.95402706,29.31777314,6.204889965,484.790476
93.94289412,67.66747906,6.949712461,31.16739546,10.37114241,482.4431735
80.95422766,54.02537866,9.007401328,29.83910686,5.182166783,529.9212882
109.1877555,45.61216405,9.634385631,30.22896553,11.44302642,475.9781052
65.87746556,50.34543332,11.33891971,28.65729838,5.693358939,433.296228
108.0181798,57.22805184,10.8363371,29.83840288,12.88057884,459.4705094
105.090013,47.08858153,11.22024367,31.17279769,12.71936301,454.6004447
62.24456098,41.74798198,7.522638855,30.21586766,4.1554984,496.1354061
90.54441869,40.84917536,8.604610262,30.28789431,18.76924265,551.1998456
72.96278978,43.82658924,10.82857445,30.55793934,12.95582884,563.6870256
76.58225386,60.12740679,9.44149661,28.27490911,8.15638175,517.9363851
54.64612922,37.38833019,10.7666987,31.63664358,8.889418932,580.9421944
127.3182671,55.33775794,8.536017313,28.96480763,11.88495315,502.6014035
67.27823491,39.43129742,12.5418341,30.61109673,11.62950852,484.0900592
111.4206539,41.35936036,10.31204863,30.27726846,12.70132386,525.0237082
108.9426713,43.00352401,12.10993813,31.18445624,9.064255611,477.7610093
79.37894676,39.32577865,11.85851783,29.43197337,10.96159603,548.7253706
118.4228469,60.39147623,12.07640742,29.27106827,10.25944688,514.667628
109.8933184,60.15869031,9.850309896,32.3664026,11.92325004,548.7444133
124.0506391,47.79038749,12.95499016,31.58768154,12.89646976,515.9157537
101.3676113,34.00450132,11.2186176,28.41802541,4.584056768,484.3271352
86.55734884,64.9760582,10.21499089,28.24705638,10.6057586,502.6077041
55.74809378,42.0916153,7.468531152,29.54321779,5.993854074,516.5745902
90.03815756,59.55836748,9.056532014,30.43120043,8.51928391,451.1834548
64.58545565,45.46727821,12.01382449,29.73710056,10.34541888,471.3796502
109.0844462,62.74463593,8.888998373,30.12976868,9.778982196,474.7267073
145.1508545,59.28216,11.51706948,30.29196011,9.084963832,468.7041474
93.65227679,52.88052251,11.86926014,29.34806183,8.798197489,523.5054781
54.80323342,50.01443728,8.430703608,31.47811488,5.87536259,479.0345072
91.98750039,56.66893887,9.865484145,30.56183381,7.077746619,537.9923776
102.9453055,49.25456329,11.50208684,30.69264847,13.20229834,526.4899533
107.8321012,42.68658415,9.416015398,29.99651467,5.762931837,510.1060739
99.92090491,41.52797208,11.25370464,30.08384626,13.6602925,500.431861
95.94709831,39.23773778,13.28480024,29.68746998,11.45715213,485.2423373
59.51407297,36.64963262,13.51939503,28.67816259,10.26240539,546.0618176
95.32094112,48.4140075,8.435753726,30.35634676,13.59280302,533.1829416
114.4968246,41.97398115,12.26573638,30.63732673,9.931423999,454.0369174
60.74137727,51.20868661,9.273988799,31.3992272,13.03841219,521.324477
118.9742857,56.86555104,11.74897319,30.15476957,14.56629697,495.6993188
65.94468351,42.80325314,11.7234851,29.32845637,6.605602742,474.2912475
101.4446678,46.464748,13.23668279,28.90346437,13.87206815,500.0517916
60.42974471,59.23649795,12.62953706,30.2408047,9.432151944,530.9411096
93.46063114,40.05755702,9.990568231,30.89113437,13.80595816,482.6451232
120.36781,62.40776535,10.30471919,29.4167244,15.33145279,543.8191218
80.83230883,57.48204238,10.05421267,30.33077258,19.6312011,455.2821666
80.59738166,56.97097701,7.485249568,30.53580116,11.61513896,551.4887392
92.94198605,45.59450568,5.676163192,29.90151953,17.36495862,531.3501405
99.72573069,66.60752905,9.747188458,30.04393489,14.3414453,523.6433724
68.5753645,50.00003658,7.608399269,31.21913781,10.63558131,465.4335719
109.6962394,63.64022184,9.217287031,29.81199568,8.267860234,489.5258662
96.02530172,34.70856778,8.108134711,32.33639588,8.416943366,495.5629396
90.29785731,46.71633239,9.555454996,30.25408881,10.71848494,536.8015382
69.21620364,53.50063605,8.994185422,31.31198765,5.989831669,457.986922
68.68893002,45.34861073,12.31659982,27.1545116,14.17433046,506.1687663
103.166069,53.95860232,14.7867263,29.72189748,10.9920838,493.527667
87.08069683,38.74968772,6.366787102,28.07244823,11.54920373,525.1825113
104.4540126,37.63261737,9.218495281,30.17414717,11.94613976,444.7048564
109.6796504,56.02835929,10.71754819,29.95979456,12.40345963,465.5629479
89.32702434,60.68509524,9.939288122,30.58721999,11.50618393,491.8045083
117.5762145,55.61379755,12.2265794,28.99328528,14.97974818,452.7911161
90.22375061,48.98403662,12.06777379,30.56033121,17.69795944,475.1165563
50.77886694,34.4830121,13.39544416,28.23370283,9.748515954,462.0564477
106.2593588,60.67969274,8.119201468,29.31340709,10.58612301,532.9182001
88.60457161,65.95595385,8.253418459,28.90372183,9.454623619,530.623534
38.37745029,48.36977471,10.35984856,29.43103321,9.623505204,500.1335879
81.47443421,41.95152767,10.1307833,30.12987874,9.709756943,479.7399089
87.97270587,36.031761,12.9075642,30.36659246,9.017861597,511.7515003
86.25667486,37.20091857,12.01482493,30.54121754,12.11559897,446.7073693
138.6108497,65.51599134,12.53497884,30.36690735,6.037652199,497.3200463
69.1306968,53.25717334,8.3627517,30.28128837,13.81509823,518.4136132
96.7743785,57.38647673,12.3011427,29.76504047,9.433574912,567.2071749
64.4906969,50.54020101,7.562453439,31.3807598,6.58037767,541.0740249
99.66623401,50.11557285,8.297025463,28.48187546,7.618044527,478.5338654
45.24255963,42.99121568,13.22316251,29.90106566,11.19510254,543.3977998
45.71038049,55.12277985,9.793773422,30.56566401,8.189230038,500.4080608
66.17574176,52.99605158,7.654691136,29.47823897,10.9954691,496.254986
117.7491571,55.77207513,9.289372387,29.99870097,9.385241551,502.1868217
98.59528829,60.04747041,12.11226464,28.41490911,14.300316,453.3989653
116.2566728,43.14643203,12.63681911,31.39827798,9.219971546,512.8295138
103.6807933,51.01624721,8.514375261,29.97563559,11.02192019,546.0165365
119.4929254,54.79824252,11.54549069,31.007115,11.62628319,472.3970222
99.56923851,56.02508646,8.0116938,29.48327683,14.66372719,517.7368133
86.01732945,51.03049339,9.453282676,30.26396379,10.72653139,544.9938215
109.8441753,55.18357869,11.6781674,28.96303305,9.360463228,506.3554898
71.1306044,40.45265436,11.84084021,29.28054931,10.51758161,486.6838529
107.6440868,51.1618759,14.08611175,32.50621672,9.939987669,464.6767794
101.3056013,33.70977833,10.75537937,29.23288366,8.823296497,509.349311
77.68768829,36.06797386,9.596613358,30.0420213,10.87658775,515.881337
85.57226145,57.85120909,6.817400656,28.3284642,13.44229418,493.2147717
101.0513627,45.59854544,6.445244834,29.75712385,13.27271206,422.9754883
93.02891863,41.73688744,8.911023609,30.45532744,6.3099184,506.2619473
86.45018066,47.98185121,10.25624765,28.22929268,8.332119121,531.5824702
109.5718407,42.57506085,9.730590888,30.47200428,10.13286419,538.9558724
127.9385126,45.70617843,15.36063384,31.27970953,11.92333528,467.5314769
59.95872098,50.81177357,8.526950906,28.82244663,4.812591143,536.3395841
87.69719897,25.68628811,12.08969744,28.79669356,14.36789177,498.1297245
98.98858729,43.03440191,8.744264953,29.51338355,11.81935919,486.3788437
90.14837086,34.49680905,13.13403902,28.38731905,10.25672686,496.457238
94.23347701,48.60181867,8.443821014,28.93297106,5.912539127,517.7483869
80.44738894,30.88322035,10.53962081,29.40395217,7.744354349,518.6584284
63.4586584,36.60758957,8.236971716,28.87533704,9.968201923,532.9216582
75.74899482,60.60752307,11.34074976,29.93098299,7.880078175,500.1858273
70.06065673,54.2332957,8.347950739,30.79773906,10.12235986,534.4659434
104.4272886,36.65916295,7.182299043,28.4995322,13.91835951,475.1434701
83.00115079,50.72323031,6.53540639,30.59560679,11.02616926,550.2869826
96.66793151,43.49953944,11.92745909,29.17195181,7.741915097,492.3957011
100.8748083,45.24227298,9.275335272,31.26009812,12.15857781,439.3257056
109.0928474,51.97804879,9.264702213,30.36369072,10.91857099,482.1965461
90.84775834,35.20681431,9.883981394,28.1640886,5.593516565,478.5457828
37.96673415,45.73345793,10.06743878,30.20455311,15.3785936,447.1525146
80.56458264,37.03160531,14.38184176,29.4554305,8.929392692,526.1680147
90.11492711,38.79672567,8.321981469,28.90778808,10.6014003,506.89472
83.85182829,47.93152071,7.058909686,29.70794908,14.15438269,519.9774483
69.256918,36.71237026,10.55769049,28.85891859,11.76608402,496.4871504
86.13281132,54.71283601,9.656885071,30.65884606,8.402998686,452.6938916
111.9309395,48.24782297,12.13046398,28.84330372,9.645752125,539.1236573
97.64169745,54.83242781,9.367705791,28.12461734,10.50712292,532.5601119
94.9471087,53.69274428,10.16186279,30.53292741,13.69595545,488.6402193
89.05201861,26.05562732,9.370167817,30.8018174,9.938555389,536.7169362
94.40213878,55.30692633,13.93843892,29.99899109,11.29200578,506.5924155
136.9009696,52.96463862,10.68067274,30.42305556,14.02003157,508.4115016
95.61586224,47.58726301,9.916558751,27.85049629,12.66010704,515.2543063
121.4706975,62.79144504,9.321684,29.96229441,12.92653673,481.3515466
120.0843297,54.59843349,7.518856444,32.11100495,8.729682413,572.7974906
87.78932213,44.22297888,7.837855924,28.2868662,7.778988646,467.7188999
82.68176568,63.27218387,10.10828449,29.61689364,8.917774105,478.49108
101.2675389,54.15334465,9.037851908,30.48736794,11.63948765,504.1497546
128.812804,65.12761233,9.758315903,30.07180791,13.44757389,452.1960091
90.45715654,64.07416622,10.79326762,28.82545139,8.865484369,509.287558
69.61938958,22.41837712,11.41694149,30.63966557,8.087901798,539.0492884
129.4184634,45.77511991,11.14938017,29.19449094,12.01837896,488.9059855
80.00758152,40.18989207,7.428516052,30.36523771,11.06889884,495.867069
97.78073757,58.79469841,12.27023993,29.97805383,6.596993596,539.2497104
79.42897758,47.68764052,10.04250209,29.76989156,7.929921015,559.5216411
104.5476731,50.65203604,11.22579924,29.75367926,8.752603961,510.2356033
102.8742796,43.0216325,7.671268349,29.91697409,11.99136556,545.1526848
91.59108582,39.46439689,10.35663753,31.58684352,12.13483741,568.8110434
129.2709201,46.90777954,11.03211783,29.1338173,15.7017359,504.5354503
87.56809121,51.41539054,10.17269819,29.16464103,10.03370353,428.2647376
117.0139153,68.82445397,10.08380275,30.48032216,12.57161783,533.4673648
102.5734224,60.01685504,13.54479417,30.01421614,8.606003202,498.763864
92.1716438,42.53691398,7.74569318,30.39762559,11.83153084,513.3078406
84.23125955,44.18664106,10.03016166,29.24113278,4.552062473,515.1767316
70.93127668,55.4496773,12.21505816,30.29009992,9.967830496,496.4601881
113.860512,55.17608822,11.17716778,29.93503202,10.8644759,464.8238049
86.24031917,51.66543257,7.622294515,31.0393348,13.82481823,546.6226375
76.44048929,56.64639097,9.101728493,31.35647926,11.72222627,507.3360435
66.60808304,50.49174261,11.18417798,29.83522017,8.929534142,523.8732879
89.69408206,62.21491608,8.057951237,30.30965941,11.02378056,645.2303712
65.17367302,33.32372465,14.56221695,28.44875228,6.521486663,552.9710109
53.04896752,46.25536058,5.304324767,28.86657327,8.596421638,433.0596602
89.16133513,46.5021097,9.981264815,29.97473091,8.556440234,544.9432384
87.00458081,42.40852987,8.841157728,31.40221754,12.76118872,499.2308398
51.90348849,50.26058422,13.00947131,29.3167866,4.761120543,519.349614
74.51703668,67.15618626,6.47137838,30.06963584,10.62110301,450.5405216
61.314254,38.95278877,7.414860815,28.91027856,4.921791691,513.6688191
120.4672112,53.72534351,14.0615663,29.71152435,11.31722254,530.4795325
74.70881096,46.46077681,8.591097798,29.21027737,15.38972728,539.6776984
68.26039231,50.24828074,6.920339496,29.24633081,8.416170402,415.635413
40.36135854,31.61940771,8.977326769,30.34570555,10.3794026,487.2113292
116.1523066,71.07266033,10.6010951,29.52112097,9.651238622,466.7006843
94.37257793,52.76409501,7.446049592,28.38108224,10.78743138,495.5590572
57.94229332,42.11613895,8.841343488,30.99300742,13.44380435,478.0458157
99.84068864,45.30965209,9.675096638,30.39820956,8.246607194,575.9972913
80.21276085,42.48354058,9.619335431,30.91259925,7.176517774,445.5024868
75.29105327,40.27389183,6.631967018,28.67257979,8.930522616,487.0344093
108.359532,48.68120514,10.33852346,28.94277508,8.590259627,504.9628412
63.39763962,42.50858174,9.564999612,28.91409141,10.89980295,509.2238682
97.63839618,60.89112993,9.962021732,28.48950305,12.15201901,504.1046242
136.9236887,57.92072901,9.131176732,29.38749157,12.1937031,515.7519031
61.41226818,42.42502515,7.785208514,31.14513428,12.83552073,524.6162824
115.386333,56.37729036,11.89114251,30.52928889,4.636391671,531.0094759
98.8888903,60.38859622,12.44508773,28.77905364,13.61859423,484.0668282
63.1382761,54.54492413,11.542708,31.40187381,7.7326933,446.7557173
102.9971351,40.00827482,7.890525238,29.63881704,11.47639819,468.9974739
66.76658801,52.60788467,8.759910827,30.88584866,11.31042571,519.4126882
94.28059081,57.91922077,9.210511845,30.86327405,8.603274055,504.6254146
98.64508892,52.94989847,10.6867829,29.11930971,12.46795143,478.359053
88.74570563,45.76038734,10.57051908,30.24779401,9.699662216,428.3208826
84.81413379,63.89073425,11.92374147,31.3167385,8.73988446,475.1843613
73.48860881,36.0410866,10.93516895,29.55491676,15.73769851,434.8003587
99.110739,55.76958323,12.06625647,29.35387489,10.5131104,506.1754077
86.38745376,43.10754202,10.43312959,30.16767814,13.14022419,473.4213864
97.86039419,58.98145417,11.52479516,30.19256835,7.538634792,521.2426081
77.37141134,40.70050719,10.39077124,30.50177802,10.40525495,444.6092872
53.03591121,37.8172062,9.757860886,30.64096287,8.73917756,467.0229253
125.7776165,59.78989903,10.36801594,29.09487842,8.644309555,481.8122641
88.73111535,65.80053282,8.328473362,30.87820806,8.095138403,512.5326629
83.43221479,60.14169799,9.879556388,28.43552937,9.759662785,429.2247495
86.49296992,43.6852415,11.36743098,30.03616446,8.780159511,568.7252549
97.56912243,38.37512407,12.38869667,28.7103522,8.623544086,491.8786836
105.4747022,46.47098349,11.43637783,29.06043918,12.8635766,499.9206518
108.5634437,62.17827426,8.654020652,28.96689415,6.018166274,547.2059725
56.18208139,50.55384188,11.89377162,28.5960397,8.61918127,452.2139539
128.1695512,66.94185654,8.665228486,30.72607962,10.22714172,488.663418
119.8167119,47.28777241,11.89359814,30.70791063,6.621909901,477.5733645
70.64310273,44.84978183,13.24539598,31.3057816,9.630791538,574.477678
144.9014631,51.61984718,13.25385197,30.65352875,10.36650288,546.1716463
88.48566885,41.17366849,9.242006186,32.91353275,12.77882967,539.279674
124.2161274,62.12392638,7.520945776,31.88492524,10.44679554,496.4750812
92.03486515,45.84647746,12.3158379,29.50500313,8.296087393,522.4033653
83.01896379,66.29172591,7.409291611,31.29162089,10.01296831,487.1663752
113.2752524,65.18013671,9.88688789,29.82050056,7.716089317,555.5669821
121.6353304,61.02018648,13.11311904,29.26453527,9.226490555,576.1243772
113.1149132,67.29484002,10.09904647,32.31887794,11.3631176,458.6336591
93.26528256,65.02501087,10.01034482,29.45483428,2.945665728,525.5203164
104.1090709,53.74662674,10.82447646,32.11269624,6.382288124,539.3117446
88.36791208,54.47319539,7.495686041,27.95123986,6.970791571,408.7467626
100.2393229,63.35119018,9.059502058,29.94809,13.8269654,437.0760258
112.8836901,54.35031394,8.114106478,31.05462294,14.10131497,517.8230027
63.85661019,52.26478242,12.20842428,29.27818195,8.125490793,454.4924859
88.43525768,66.73373555,10.88387018,29.32756137,15.56753051,497.060678
87.52774971,44.03897363,10.79507896,27.56873724,6.75074893,449.4978456
99.75104023,57.1617453,8.730117724,29.80317199,8.783429616,512.0392059
98.1575943,63.26522221,10.98309036,30.1506632,6.371786018,495.4306992
118.8415287,57.50451244,9.482631152,28.55184143,11.24499073,503.4590926
65.03649844,56.26994165,8.935052134,28.93193029,12.10365692,477.318579
41.548121,30.22392946,9.838959755,28.3309458,10.23221075,476.9153473
87.60944708,35.64602266,9.674526761,28.4867312,11.9970083,483.4113664
103.5383706,70.8635547,10.54651234,28.2006251,3.948620452,455.605991
80.13061504,54.21729761,10.9649374,29.7802733,8.097824873,503.4928724
104.3291894,52.19730347,15.8681301,30.39319567,13.21103907,502.6980908
83.04030823,37.51942594,10.18587106,30.42268952,10.58886043,529.8609165
69.45473493,50.54602252,9.727018986,30.33348567,7.56142564,427.0055678
70.54840289,52.53637469,7.662242542,31.59058987,12.80687416,544.2584187
61.53419507,63.79279622,9.108323928,29.48927468,3.989249554,480.4368879
97.04300606,31.48733269,9.18978713,28.96659181,9.780882975,546.8980568
103.9896758,55.90228937,11.90438152,28.74011926,14.72056154,459.9434764
79.11953651,39.7187369,10.62450524,28.03074954,14.13889068,497.8262087
90.86412083,48.25993753,13.47275238,28.50042476,11.90491785,498.0284836
119.9883429,42.79831018,10.40540536,30.88234339,11.95868362,446.428622
100.5309795,56.5881756,7.737837478,28.98129369,12.13759445,513.2013392
48.00558773,49.71468728,10.99069508,30.2716311,2.185088419,473.1997503
98.83821344,39.72667463,9.980280401,28.33644866,6.188642266,520.9051072
118.5296152,56.33202778,8.623520416,29.7568804,9.928885112,465.7856692
43.81940692,41.29867274,10.82313723,29.24199391,7.937434941,520.9129619
