ads,satis,contact,econ1,econ2
57.05381605,9.480288378,29.40904217,5.798238564,464.3065722
35.82003191,10.26744642,28.34609787,9.395122271,477.9068045
52.20098482,10.2674029,28.63303753,11.10087491,594.6955474
59.8117772,7.402536252,30.57037861,9.84668057,494.1368591
32.81036905,10.06679774,30.88008162,8.385976965,588.8863804
50.08866496,11.45943005,30.50856654,11.51700969,544.6552885
35.55815199,10.19984187,29.55498496,3.741855156,470.621943
52.18134331,10.39670661,32.07443354,9.081995889,524.2002444
50.32498362,13.58097604,30.1734576,12.96474004,497.7604042
41.38602737,10.41481365,30.09645828,8.417114211,466.7990396
62.48803807,14.67056085,30.49170398,8.04749802,435.7341095
43.64941335,11.45066881,31.66397915,4.759205166,411.3132404
53.21585434,10.64321044,33.00881428,7.625265119,506.7229803
45.9185123,13.00240088,29.92840074,10.7909057,547.7440763
52.12709028,7.860507025,30.68430996,9.688208076,495.8124398
36.58952975,11.23729597,31.3429442,9.315776771,443.9586268
46.13715558,10.53207353,28.64012463,8.252131267,463.3250268
49.5952148,10.71461197,31.83146515,7.479074722,443.6525255
63.31567443,12.31871129,29.51923452,11.01362806,495.3358105
42.54212753,10.69352046,30.24568988,7.684413512,529.3702081
45.21766455,7.226376622,29.60167379,13.82489652,499.5365999
56.37135338,7.786739053,29.33330741,10.65565214,524.7680723
60.90169508,10.34442255,31.2055175,10.18144846,503.5904568
47.03617439,11.75272132,29.00992844,16.67894136,564.8171196
33.55361268,8.255324404,30.334427,11.87943483,565.1701975
51.75989051,11.4737108,28.6263968,12.30742161,528.5550858
59.72843874,10.62789838,31.16100663,9.855160426,468.4203994
40.08558891,5.966048926,29.16359223,12.07304659,548.4029959
52.60693569,10.40675247,31.4193821,10.85066532,490.633993
48.10270409,8.123213746,30.54230464,7.34234023,551.1139783
41.56741503,9.085009474,29.64515528,10.78200891,512.2696941
54.25516112,8.323241333,28.35104903,8.534856607,570.026809
57.00703967,13.03228902,30.17616479,12.16024162,407.6749707
24.96293733,10.73093302,29.88134511,8.436902554,546.4894107
49.76298826,8.959940794,28.51906915,5.61780726,493.3269951
54.47238335,10.34643874,30.05157759,8.786575944,510.4896508
60.71588244,11.62065362,30.57761606,8.343348646,526.8027695
46.85804448,7.818431569,28.7216272,7.660585414,510.1385257
56.63905396,9.453025815,29.17782792,6.639877536,538.353565
51.60295856,5.847020116,29.23324079,6.794777971,526.0205314
61.73450239,10.46469406,29.11564146,8.753201608,458.2336515
53.95064708,10.63873001,31.06045421,8.62864919,525.1197063
52.42024399,12.24612402,29.39899569,8.383805198,539.7254075
46.52382813,13.96398816,31.68280676,15.85019021,470.7402715
42.16826735,9.185872064,29.74869659,14.33638589,478.2789755
40.40664054,10.33210602,30.3071158,8.174516277,502.182886
49.84866424,9.637520585,31.41098223,12.59536043,608.2714626
58.38807365,10.66955727,29.51434475,7.047064255,513.2810143
59.3390205,7.845135619,31.99578164,9.647007372,471.0706721
50.0792182,10.38918726,31.47650207,6.3406408,505.5945161
63.16213237,10.43158653,29.75880082,11.28146082,540.2393829
58.29627121,8.81375186,31.63845593,12.19432642,528.0539047
53.74849996,8.94098388,30.04178926,6.42236077,599.2782944
58.21647029,8.229955764,28.5190376,10.55845071,462.211164
45.48644759,9.018886471,30.16440992,5.579826471,473.2141015
51.84535864,9.867011495,29.37369627,9.796599166,538.6043768
56.41027274,5.699740439,31.21557823,12.88592996,547.3363906
46.59150958,11.48524112,29.4552664,11.83926026,561.9634206
33.17324708,12.4113598,30.04869445,7.45815678,533.6973101
74.75356756,9.200728496,29.61476685,10.16912707,540.543997
44.5762931,8.667640919,31.14216064,10.81801781,487.2165099
55.93795848,8.615766061,30.28237062,14.13824142,518.004046
47.60367263,12.13761461,29.94590756,11.64844609,471.7443185
73.45839501,10.09620141,28.84248323,9.095889368,489.7330709
54.84088515,8.699532301,27.11759051,10.96057119,521.1492597
33.90565681,8.731361369,29.30015288,8.435326729,462.5073906
59.15614506,6.63943983,28.55140251,20.73739361,457.4040476
69.72116239,10.2253429,29.81854815,9.421568989,514.3838375
44.26126501,8.755603516,30.11098097,13.25506345,442.9081059
51.44134703,10.829041,31.29846147,11.63713147,462.3142088
40.63029538,7.663475802,29.98455101,9.929851633,437.3411935
51.25623437,10.3253188,30.88894055,11.18632997,569.5417034
48.4899246,11.55583539,31.21894359,12.82688074,474.3659135
64.12373031,12.46801508,29.62331008,11.45292895,595.6460226
48.646463,8.714264721,29.28148613,5.019197008,540.7771934
31.84412207,11.40456213,28.7150552,13.58862253,506.5177334
57.86888545,7.845952882,28.77858967,13.09144189,475.2984854
64.56098044,6.181339246,31.2395423,13.58555352,512.2599086
55.73225789,6.815910005,31.13706882,15.4566191,530.1310935
49.4295562,10.25570594,30.01337302,3.965269734,514.3915095
46.6290984,11.38377401,30.90076113,11.26611974,574.9547601
56.9581398,12.20769912,29.40880525,10.07266502,486.8763896
42.4127597,14.03077114,28.8476638,7.076018108,580.0561495
44.40329665,8.11639898,30.78933165,13.08395175,524.720443
57.18043829,9.312415321,28.54855244,4.083381206,486.4065192
39.08000907,9.695244124,30.40568367,10.8083596,509.7045682
58.34553273,8.813205419,28.05916126,11.98166062,552.7110906
54.1384756,6.372116155,30.77363153,6.235853306,435.4206766
61.43819916,13.27281971,30.39971212,9.895963838,491.8647114
36.9960827,9.300427592,28.13984795,14.6310809,465.7381552
41.54806988,9.819743771,29.27587111,9.794060871,459.9815195
59.81709404,13.79635634,30.95161439,6.767834718,525.8851972
57.50253457,7.07423577,31.28293546,8.407260488,484.0803916
47.20933628,7.007957052,29.22092877,9.03468613,467.9365905
53.17511482,10.90763221,29.68057523,10.81974783,507.565547
60.76848582,11.01752496,29.10321009,13.48465098,502.4347916
45.85297036,8.636172925,30.32665086,6.539520258,479.4166704
50.66386165,10.36765273,31.93265598,11.52055997,496.2060126
54.96466211,10.23014093,28.8611038,1.144614862,510.821085
49.38909391,10.41887762,30.67066484,10.06828286,460.942438
69.65084777,8.608045623,29.33113285,13.94446422,480.5988828
59.64827187,10.56759707,27.70411754,6.96203477,477.999715
47.43617071,9.54227651,31.23832822,8.197475923,542.2970595
45.98094886,10.41441641,31.20570384,8.597583944,470.4656316
54.75977762,9.985431603,30.50416445,12.86363397,509.3609787
39.49573108,11.36749096,29.96169893,7.305989559,436.680247
49.24367369,13.3349115,30.06403994,13.27542568,459.6217473
54.74513107,11.50250811,30.47069565,6.959790209,506.0689386
57.45017003,10.36811853,29.76527338,9.185661923,462.5095528
52.76328018,9.132345373,30.70088705,5.79291224,514.2883349
30.80133653,9.371696098,31.29554086,1.592143569,518.9094226
42.33867835,6.353589716,29.51863152,11.66704215,554.635395
36.67268093,8.047419127,30.44529116,9.577574743,482.3898671
40.05859635,7.091278996,29.08817439,14.04201452,579.3362069
48.07078886,11.5328277,29.42144736,10.3749848,460.3326561
58.71223663,10.57948767,28.11365743,13.9803898,533.2077785
58.69267616,6.827106499,30.04920213,7.046967708,537.4936666
60.80698785,11.28122742,30.08123182,12.60030767,511.18782
50.5949487,9.683095572,29.29582943,10.5064198,491.4538594
50.72226101,9.383689222,30.52798224,9.319002601,559.2469418
53.3698315,12.95402706,29.31777314,6.204889965,484.790476
67.66747906,6.949712461,31.16739546,10.37114241,482.4431735
54.02537866,9.007401328,29.83910686,5.182166783,529.9212882
45.61216405,9.634385631,30.22896553,11.44302642,475.9781052
50.34543332,11.33891971,28.65729838,5.693358939,433.296228
57.22805184,10.8363371,29.83840288,12.88057884,459.4705094
47.08858153,11.22024367,31.17279769,12.71936301,454.6004447
41.74798198,7.522638855,30.21586766,4.1554984,496.1354061
40.84917536,8.604610262,30.28789431,18.76924265,551.1998456
43.82658924,10.82857445,30.55793934,12.95582884,563.6870256
60.12740679,9.44149661,28.27490911,8.15638175,517.9363851
37.38833019,10.7666987,31.63664358,8.889418932,580.9421944
55.33775794,8.536017313,28.96480763,11.88495315,502.6014035
39.43129742,12.5418341,30.61109673,11.62950852,484.0900592
41.35936036,10.31204863,30.27726846,12.70132386,525.0237082
43.00352401,12.10993813,31.18445624,9.064255611,477.7610093
39.32577865,11.85851783,29.43197337,10.96159603,548.7253706
60.39147623,12.07640742,29.27106827,10.25944688,514.667628
60.15869031,9.850309896,32.3664026,11.92325004,548.7444133
47.79038749,12.95499016,31.58768154,12.89646976,515.9157537
34.00450132,11.2186176,28.41802541,4.584056768,484.3271352
64.9760582,10.21499089,28.24705638,10.6057586,502.6077041
42.0916153,7.468531152,29.54321779,5.993854074,516.5745902
59.55836748,9.056532014,30.43120043,8.51928391,451.1834548
45.46727821,12.01382449,29.73710056,10.34541888,471.3796502
62.74463593,8.888998373,30.12976868,9.778982196,474.7267073
59.28216,11.51706948,30.29196011,9.084963832,468.7041474
52.88052251,11.86926014,29.34806183,8.798197489,523.5054781
50.01443728,8.430703608,31.47811488,5.87536259,479.0345072
56.66893887,9.865484145,30.56183381,7.077746619,537.9923776
49.25456329,11.50208684,30.69264847,13.20229834,526.4899533
42.68658415,9.416015398,29.99651467,5.762931837,510.1060739
41.52797208,11.25370464,30.08384626,13.6602925,500.431861
39.23773778,13.28480024,29.68746998,11.45715213,485.2423373
36.64963262,13.51939503,28.67816259,10.26240539,546.0618176
48.4140075,8.435753726,30.35634676,13.59280302,533.1829416
41.97398115,12.26573638,30.63732673,9.931423999,454.0369174
51.20868661,9.273988799,31.3992272,13.03841219,521.324477
56.86555104,11.74897319,30.15476957,14.56629697,495.6993188
42.80325314,11.7234851,29.32845637,6.605602742,474.2912475
46.464748,13.23668279,28.90346437,13.87206815,500.0517916
59.23649795,12.62953706,30.2408047,9.432151944,530.9411096
40.05755702,9.990568231,30.89113437,13.80595816,482.6451232
62.40776535,10.30471919,29.4167244,15.33145279,543.8191218
57.48204238,10.05421267,30.33077258,19.6312011,455.2821666
56.97097701,7.485249568,30.53580116,11.61513896,551.4887392
45.59450568,5.676163192,29.90151953,17.36495862,531.3501405
66.60752905,9.747188458,30.04393489,14.3414453,523.6433724
50.00003658,7.608399269,31.21913781,10.63558131,465.4335719
63.64022184,9.217287031,29.81199568,8.267860234,489.5258662
34.70856778,8.108134711,32.33639588,8.416943366,495.5629396
46.71633239,9.555454996,30.25408881,10.71848494,536.8015382
53.50063605,8.994185422,31.31198765,5.989831669,457.986922
45.34861073,12.31659982,27.1545116,14.17433046,506.1687663
53.95860232,14.7867263,29.72189748,10.9920838,493.527667
38.74968772,6.366787102,28.07244823,11.54920373,525.1825113
37.63261737,9.218495281,30.17414717,11.94613976,444.7048564
56.02835929,10.71754819,29.95979456,12.40345963,465.5629479
60.68509524,9.939288122,30.58721999,11.50618393,491.8045083
55.61379755,12.2265794,28.99328528,14.97974818,452.7911161
48.98403662,12.06777379,30.56033121,17.69795944,475.1165563
34.4830121,13.39544416,28.23370283,9.748515954,462.0564477
60.67969274,8.119201468,29.31340709,10.58612301,532.9182001
65.95595385,8.253418459,28.90372183,9.454623619,530.623534
48.36977471,10.35984856,29.43103321,9.623505204,500.1335879
41.95152767,10.1307833,30.12987874,9.709756943,479.7399089
36.031761,12.9075642,30.36659246,9.017861597,511.7515003
37.20091857,12.01482493,30.54121754,12.11559897,446.7073693
65.51599134,12.53497884,30.36690735,6.037652199,497.3200463
53.25717334,8.3627517,30.28128837,13.81509823,518.4136132
57.38647673,12.3011427,29.76504047,9.433574912,567.2071749
50.54020101,7.562453439,31.3807598,6.58037767,541.0740249
50.11557285,8.297025463,28.48187546,7.618044527,478.5338654
42.99121568,13.22316251,29.90106566,11.19510254,543.3977998
55.12277985,9.793773422,30.56566401,8.189230038,500.4080608
52.99605158,7.654691136,29.47823897,10.9954691,496.254986
55.77207513,9.289372387,29.99870097,9.385241551,502.1868217
60.04747041,12.11226464,28.41490911,14.300316,453.3989653
43.14643203,12.63681911,31.39827798,9.219971546,512.8295138
51.01624721,8.514375261,29.97563559,11.02192019,546.0165365
54.79824252,11.54549069,31.007115,11.62628319,472.3970222
56.02508646,8.0116938,29.48327683,14.66372719,517.7368133
51.03049339,9.453282676,30.26396379,10.72653139,544.9938215
55.18357869,11.6781674,28.96303305,9.360463228,506.3554898
40.45265436,11.84084021,29.28054931,10.51758161,486.6838529
51.1618759,14.08611175,32.50621672,9.939987669,464.6767794
33.70977833,10.75537937,29.23288366,8.823296497,509.349311
36.06797386,9.596613358,30.0420213,10.87658775,515.881337
57.85120909,6.817400656,28.3284642,13.44229418,493.2147717
45.59854544,6.445244834,29.75712385,13.27271206,422.9754883
41.73688744,8.911023609,30.45532744,6.3099184,506.2619473
47.98185121,10.25624765,28.22929268,8.332119121,531.5824702
42.57506085,9.730590888,30.47200428,10.13286419,538.9558724
45.70617843,15.36063384,31.27970953,11.92333528,467.5314769
50.81177357,8.526950906,28.82244663,4.812591143,536.3395841
25.68628811,12.08969744,28.79669356,14.36789177,498.1297245
43.03440191,8.744264953,29.51338355,11.81935919,486.3788437
34.49680905,13.13403902,28.38731905,10.25672686,496.457238
48.60181867,8.443821014,28.93297106,5.912539127,517.7483869
30.88322035,10.53962081,29.40395217,7.744354349,518.6584284
36.60758957,8.236971716,28.87533704,9.968201923,532.9216582
60.60752307,11.34074976,29.93098299,7.880078175,500.1858273
54.2332957,8.347950739,30.79773906,10.12235986,534.4659434
36.65916295,7.182299043,28.4995322,13.91835951,475.1434701
50.72323031,6.53540639,30.59560679,11.02616926,550.2869826
43.49953944,11.92745909,29.17195181,7.741915097,492.3957011
45.24227298,9.275335272,31.26009812,12.15857781,439.3257056
51.97804879,9.264702213,30.36369072,10.91857099,482.1965461
35.20681431,9.883981394,28.1640886,5.593516565,478.5457828
45.73345793,10.06743878,30.20455311,15.3785936,447.1525146
37.03160531,14.38184176,29.4554305,8.929392692,526.1680147
38.79672567,8.321981469,28.90778808,10.6014003,506.89472
47.93152071,7.058909686,29.70794908,14.15438269,519.9774483
36.71237026,10.55769049,28.85891859,11.76608402,496.4871504
54.71283601,9.656885071,30.65884606,8.402998686,452.6938916
48.24782297,12.13046398,28.84330372,9.645752125,539.1236573
54.83242781,9.367705791,28.12461734,10.50712292,532.5601119
53.69274428,10.16186279,30.53292741,13.69595545,488.6402193
26.05562732,9.370167817,30.8018174,9.938555389,536.7169362
55.30692633,13.93843892,29.99899109,11.29200578,506.5924155
52.96463862,10.68067274,30.42305556,14.02003157,508.4115016
47.58726301,9.916558751,27.85049629,12.66010704,515.2543063
62.79144504,9.321684,29.96229441,12.92653673,481.3515466
54.59843349,7.518856444,32.11100495,8.729682413,572.7974906
44.22297888,7.837855924,28.2868662,7.778988646,467.7188999
63.27218387,10.10828449,29.61689364,8.917774105,478.49108
54.15334465,9.037851908,30.48736794,11.63948765,504.1497546
65.12761233,9.758315903,30.07180791,13.44757389,452.1960091
64.07416622,10.79326762,28.82545139,8.865484369,509.287558
22.41837712,11.41694149,30.63966557,8.087901798,539.0492884
45.77511991,11.14938017,29.19449094,12.01837896,488.9059855
40.18989207,7.428516052,30.36523771,11.06889884,495.867069
58.79469841,12.27023993,29.97805383,6.596993596,539.2497104
47.68764052,10.04250209,29.76989156,7.929921015,559.5216411
50.65203604,11.22579924,29.75367926,8.752603961,510.2356033
43.0216325,7.671268349,29.91697409,11.99136556,545.1526848
39.46439689,10.35663753,31.58684352,12.13483741,568.8110434
46.90777954,11.03211783,29.1338173,15.7017359,504.5354503
51.41539054,10.17269819,29.16464103,10.03370353,428.2647376
68.82445397,10.08380275,30.48032216,12.57161783,533.4673648
60.01685504,13.54479417,30.01421614,8.606003202,498.763864
42.53691398,7.74569318,30.39762559,11.83153084,513.3078406
44.18664106,10.03016166,29.24113278,4.552062473,515.1767316
55.4496773,12.21505816,30.29009992,9.967830496,496.4601881
55.17608822,11.17716778,29.93503202,10.8644759,464.8238049
51.66543257,7.622294515,31.0393348,13.82481823,546.6226375
56.64639097,9.101728493,31.35647926,11.72222627,507.3360435
50.49174261,11.18417798,29.83522017,8.929534142,523.8732879
62.21491608,8.057951237,30.30965941,11.02378056,645.2303712
33.32372465,14.56221695,28.44875228,6.521486663,552.9710109
46.25536058,5.304324767,28.86657327,8.596421638,433.0596602
46.5021097,9.981264815,29.97473091,8.556440234,544.9432384
42.40852987,8.841157728,31.40221754,12.76118872,499.2308398
50.26058422,13.00947131,29.3167866,4.761120543,519.349614
67.15618626,6.47137838,30.06963584,10.62110301,450.5405216
38.95278877,7.414860815,28.91027856,4.921791691,513.6688191
53.72534351,14.0615663,29.71152435,11.31722254,530.4795325
46.46077681,8.591097798,29.21027737,15.38972728,539.6776984
50.24828074,6.920339496,29.24633081,8.416170402,415.635413
31.61940771,8.977326769,30.34570555,10.3794026,487.2113292
71.07266033,10.6010951,29.52112097,9.651238622,466.7006843
52.76409501,7.446049592,28.38108224,10.78743138,495.5590572
42.11613895,8.841343488,30.99300742,13.44380435,478.0458157
45.30965209,9.675096638,30.39820956,8.246607194,575.9972913
42.48354058,9.619335431,30.91259925,7.176517774,445.5024868
40.27389183,6.631967018,28.67257979,8.930522616,487.0344093
48.68120514,10.33852346,28.94277508,8.590259627,504.9628412
42.50858174,9.564999612,28.91409141,10.89980295,509.2238682
60.89112993,9.962021732,28.48950305,12.15201901,504.1046242
57.92072901,9.131176732,29.38749157,12.1937031,515.7519031
42.42502515,7.785208514,31.14513428,12.83552073,524.6162824
56.37729036,11.89114251,30.52928889,4.636391671,531.0094759
60.38859622,12.44508773,28.77905364,13.61859423,484.0668282
54.54492413,11.542708,31.40187381,7.7326933,446.7557173
40.00827482,7.890525238,29.63881704,11.47639819,468.9974739
52.60788467,8.759910827,30.88584866,11.31042571,519.4126882
57.91922077,9.210511845,30.86327405,8.603274055,504.6254146
52.94989847,10.6867829,29.11930971,12.46795143,478.359053
45.76038734,10.57051908,30.24779401,9.699662216,428.3208826
63.89073425,11.92374147,31.3167385,8.73988446,475.1843613
36.0410866,10.93516895,29.55491676,15.73769851,434.8003587
55.76958323,12.06625647,29.35387489,10.5131104,506.1754077
43.10754202,10.43312959,30.16767814,13.14022419,473.4213864
58.98145417,11.52479516,30.19256835,7.538634792,521.2426081
40.70050719,10.39077124,30.50177802,10.40525495,444.6092872
37.8172062,9.757860886,30.64096287,8.73917756,467.0229253
59.78989903,10.36801594,29.09487842,8.644309555,481.8122641
65.80053282,8.328473362,30.87820806,8.095138403,512.5326629
60.14169799,9.879556388,28.43552937,9.759662785,429.2247495
43.6852415,11.36743098,30.03616446,8.780159511,568.7252549
38.37512407,12.38869667,28.7103522,8.623544086,491.8786836
46.47098349,11.43637783,29.06043918,12.8635766,499.9206518
62.17827426,8.654020652,28.96689415,6.018166274,547.2059725
50.55384188,11.89377162,28.5960397,8.61918127,452.2139539
66.94185654,8.665228486,30.72607962,10.22714172,488.663418
47.28777241,11.89359814,30.70791063,6.621909901,477.5733645
44.84978183,13.24539598,31.3057816,9.630791538,574.477678
51.61984718,13.25385197,30.65352875,10.36650288,546.1716463
41.17366849,9.242006186,32.91353275,12.77882967,539.279674
62.12392638,7.520945776,31.88492524,10.44679554,496.4750812
45.84647746,12.3158379,29.50500313,8.296087393,522.4033653
66.29172591,7.409291611,31.29162089,10.01296831,487.1663752
65.18013671,9.88688789,29.82050056,7.716089317,555.5669821
61.02018648,13.11311904,29.26453527,9.226490555,576.1243772
67.29484002,10.09904647,32.31887794,11.3631176,458.6336591
65.02501087,10.01034482,29.45483428,2.945665728,525.5203164
53.74662674,10.82447646,32.11269624,6.382288124,539.3117446
54.47319539,7.495686041,27.95123986,6.970791571,408.7467626
63.35119018,9.059502058,29.94809,13.8269654,437.0760258
54.35031394,8.114106478,31.05462294,14.10131497,517.8230027
52.26478242,12.20842428,29.27818195,8.125490793,454.4924859
66.73373555,10.88387018,29.32756137,15.56753051,497.060678
44.03897363,10.79507896,27.56873724,6.75074893,449.4978456
57.1617453,8.730117724,29.80317199,8.783429616,512.0392059
63.26522221,10.98309036,30.1506632,6.371786018,495.4306992
57.50451244,9.482631152,28.55184143,11.24499073,503.4590926
56.26994165,8.935052134,28.93193029,12.10365692,477.318579
30.22392946,9.838959755,28.3309458,10.23221075,476.9153473
35.64602266,9.674526761,28.4867312,11.9970083,483.4113664
70.8635547,10.54651234,28.2006251,3.948620452,455.605991
54.21729761,10.9649374,29.7802733,8.097824873,503.4928724
52.19730347,15.8681301,30.39319567,13.21103907,502.6980908
37.51942594,10.18587106,30.42268952,10.58886043,529.8609165
50.54602252,9.727018986,30.33348567,7.56142564,427.0055678
52.53637469,7.662242542,31.59058987,12.80687416,544.2584187
63.79279622,9.108323928,29.48927468,3.989249554,480.4368879
31.48733269,9.18978713,28.96659181,9.780882975,546.8980568
55.90228937,11.90438152,28.74011926,14.72056154,459.9434764
39.7187369,10.62450524,28.03074954,14.13889068,497.8262087
48.25993753,13.47275238,28.50042476,11.90491785,498.0284836
42.79831018,10.40540536,30.88234339,11.95868362,446.428622
56.5881756,7.737837478,28.98129369,12.13759445,513.2013392
49.71468728,10.99069508,30.2716311,2.185088419,473.1997503
39.72667463,9.980280401,28.33644866,6.188642266,520.9051072
56.33202778,8.623520416,29.7568804,9.928885112,465.7856692
41.29867274,10.82313723,29.24199391,7.937434941,520.9129619
54.92055331,9.584458014,28.86517095,13.46101634,495.2476789
56.4370034,6.702207274,31.02314027,9.939648154,510.4259019
73.18848551,10.39558357,30.8569089,12.606691,532.5194683
47.87709724,11.94585593,30.37987756,13.62628073,459.8323153
64.26859165,11.32981798,28.79571949,15.20697137,483.5166815
45.29491461,7.900810958,29.5136567,10.78486516,557.1118879
30.14369645,11.4642231,30.95470786,3.961596155,454.3797613
52.9978449,10.47027663,30.30096901,7.959196737,508.0580795
33.70426563,10.73213576,30.7456582,11.54185644,465.669675
31.36363526,6.153149316,29.50418217,6.256308296,559.380232
40.64646213,10.22303836,31.02588801,5.373263159,445.1748134
67.04386528,13.28039711,29.94533394,5.846167118,517.6206104
56.86837171,9.777500615,29.93001416,11.27276717,479.182397
50.42255045,10.41828337,29.93617629,7.107431953,562.628959
52.62641225,11.4043176,29.30447877,5.993213503,440.2742349
56.0773345,14.93595467,29.96761405,7.816703213,533.6468621
55.38792214,10.9649339,29.32330552,8.179531296,530.491745
67.81085759,9.870247958,28.03059438,11.56074343,537.410388
58.98165626,10.04212307,28.92306025,10.49949843,554.4332067
40.29388491,14.52859081,30.30661778,13.00172301,532.8547982
59.80346298,9.432817855,30.84167164,8.444594372,521.7745509
59.12047996,7.95606045,28.54035286,12.73815937,507.2733624
63.42272371,8.097631204,29.57361723,16.03422223,488.115892
45.66436566,13.23544806,29.40859133,14.14239821,505.9785654
30.24930732,12.87419056,29.82287474,12.39032242,414.7343596
38.63281433,12.61297675,30.90508099,8.545522461,547.8933242
55.8766858,11.09553729,28.48138736,11.66247652,501.1743187
44.25914142,11.7548434,31.01865671,13.13140643,451.8579834
48.74966663,9.60038603,29.79232325,13.70100051,476.813247
53.49014857,10.35754064,29.74809787,9.495574993,453.1066788
74.22291747,10.03033,29.34872516,9.425182595,553.5185221
26.05414905,7.491815224,30.3931665,9.697015187,506.6464909
53.4226249,9.530023572,30.04608956,18.13306577,578.965271
36.97038669,13.79974506,29.43905228,6.159034235,513.6309028
56.461487,7.540431982,31.06778911,13.01986653,533.038041
35.3364875,10.32923093,30.66002619,8.096486984,452.979992
50.93481172,9.244567508,30.51141064,4.765262349,513.4240048
67.23336876,7.777612339,30.18977958,7.208306295,444.5893728
44.41719395,8.356328812,33.2906644,6.874455158,517.5742024
55.08842047,12.46743349,31.53561068,10.108096,566.013734
48.88667465,8.904788007,28.56370796,11.57514652,493.5950374
49.13788803,9.389793722,30.06338579,9.497068118,419.2766313
48.74781955,13.05522831,30.63007953,13.45213073,472.9854625
40.88495297,4.157761858,28.82742408,12.64770884,534.5160938
55.44717211,12.46506901,29.84493816,11.14195801,494.7793244
42.75309731,12.97283709,30.39156231,6.44350456,602.1123686
64.01243242,9.239865609,29.17181184,12.10921627,445.1292907
31.06320574,11.19068463,28.47689719,12.39284365,475.7108351
57.15164369,10.18125424,29.70605571,8.92400957,477.9739129
62.2710925,11.352739,31.71047924,10.02788207,500.7101142
51.13150276,13.69315175,29.80178394,3.272809169,504.0924688
54.16252047,9.735816424,29.3418379,7.426844595,508.656842
31.21633637,7.827066826,28.71221223,9.309924444,510.6201782
40.06037255,12.5646646,27.26143967,9.493692278,449.0841559
49.46604309,9.943305922,30.57133697,8.408321776,474.1907754
57.47315925,11.89420988,30.51863955,11.55220029,576.0843742
72.1586299,12.77798105,31.97961552,9.68174317,512.9308469
50.39289264,9.025308413,29.59056602,10.83836021,488.9731795
59.44143839,12.23941528,29.72255246,7.838626375,511.6686589
52.98946294,6.510389036,30.37097916,11.63701218,516.2833635
45.57199587,11.4571527,30.65345097,9.715464595,469.5707193
63.11809078,7.593432546,31.64120989,8.716738771,477.4258241
53.67735213,10.22980507,28.54057285,14.7004583,536.2367236
47.2938196,7.172500071,29.76478517,8.372610865,476.9926466
58.8938199,8.787011169,30.11473114,9.808255955,454.2052261
65.7760261,8.164666119,30.11309991,9.191395279,452.9987376
43.49005156,10.13020526,29.93469648,13.46493028,452.5730472
40.22547516,11.47243945,29.46914799,11.10914962,520.3562131
52.94374883,7.580431536,30.56336349,8.363468847,533.7275827
51.06612826,8.471575885,29.20842482,12.2571115,575.0943768
48.11116146,11.43088468,29.7775862,8.699409296,557.9051009
47.16285762,11.64486196,28.39167781,9.941015315,481.9258508
59.15092878,8.213910129,29.60469648,15.31627584,564.8775238
43.13554923,9.049235811,28.12082571,17.80536665,542.6576277
41.6779406,7.546711789,28.60977485,7.594473673,402.0726052
45.2460772,6.744805381,31.62402757,14.26993172,535.9143693
47.18555429,12.88556751,30.66921791,11.65237484,474.9937143
55.87634101,7.638818228,29.84470086,12.75709808,545.2798486
42.48175381,12.7215346,29.52610969,5.599255754,522.5041885
